	simple_id	supplier_id	seq_depth	subset	exclude	genus	species	callset202103	callset202103_malawi2perspecies	calset202106_GWAS	sex	clade	location	sublocation	undescribed	source	seq_source	notes	calcua_read_location	read_type	calcua_alignment_location_fAstCal1.2	study	study_id	change_history	taxonomic_uncertainty	full_name
cichlid7020216	MelAur3	D10-J07	14.85	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020216/fAstCal1.2/cichlid7020216.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020217	MelAur4	D10-J08	17.37	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020217/fAstCal1.2/cichlid7020217.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020218	MelAur5	D10-J09	17.83	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020218/fAstCal1.2/cichlid7020218.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020219	MelAur6	D10-J10	18.02	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020219/fAstCal1.2/cichlid7020219.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020220	MelAur7	D11-A01	15.17	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020220/cichlid7020220.cram	cram		Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020221	MelAur8	D11-A02	17.86	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020221/cichlid7020221.cram	cram		Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020222	MelAur9	D11-A03	19.5	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020222/fAstCal1.2/cichlid7020222.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020223	MelAur10	D11-A04	16.26	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020223/cichlid7020223.cram	cram		Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020224	MelAur11	D11-A05	20.31	1.0		Melanochromis	auratus	1.0	1.0	1.0	M	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020224/fAstCal1.2/cichlid7020224.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020225	MelAur12	D11-A06	17.03	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020225/cichlid7020225.cram	cram		Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020226	MelAur13	D11-A07	13.54	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020226/fAstCal1.2/cichlid7020226.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020227	MelAur14	D11-A08	16.41	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020227/fAstCal1.2/cichlid7020227.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:auratus;species:mbunoides;		Melanochromis_auratus
cichlid7020228	MelAur15	D11-A09	15.3	1.0		Melanochromis	auratus	1.0	0.0	1.0	M	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020228/fAstCal1.2/cichlid7020228.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Melanochromis_auratus
CICHM16429669	MelAur16	D11-A10	31.86	1.0		Melanochromis	auratus	1.0	1.0	1.0	M	Mbuna	Senga_Bay		0.0		sanger	Grant's aquarium stock	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429669/CICHM16429669.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Melanochromis_auratus
cichlid7020229	MelAur17	D11-B01	15.95	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020229/fAstCal1.2/cichlid7020229.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020230	MelAur18	D11-B02	17.94	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020230/fAstCal1.2/cichlid7020230.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020231	MelAur19	D11-B03	18.45	1.0		Melanochromis	auratus	1.0	0.0	1.0	F?	Mbuna	Senga_Bay		0.0	180808.sequenced_master	sanger	Grant's aquarium stock		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020231/fAstCal1.2/cichlid7020231.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Melanochromis_auratus
cichlid7020232	AltMen1	D11-B06	18.89	1.0		Alticorpus	mentale	1.0	1.0	1.0	U	Deep	Monkey_Bay	north_Monkey_Bay	0.0	180808.sequenced_master	sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020232/fAstCal1.2/cichlid7020232.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Alticorpus_mentale
cichlid6978969	RhaUnk2	D11-C02	16.91	1.0		Rhamphochromis	sp-longsnout	1.0	1.0	1.0	U	Rhampho	Monkey_Bay		0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978969/fAstCal1.2/cichlid6978969.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp;		Rhamphochromis_sp-longsnout
cichlid7020233	SciBen2	D11-C07	18.0	1.0		Sciaenochromis	benthicola	1.0	1.0	1.0	U	Shallow	Monkey_Bay	north_Monkey_Bay	0.0	180808.sequenced_master	sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020233/fAstCal1.2/cichlid7020233.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Sciaenochromis_benthicola
cichlid7020234	SciBen3	D11-C08	16.85	1.0		Sciaenochromis	benthicola	1.0	0.0	1.0	U	Shallow	Monkey_Bay	north_Monkey_Bay	0.0	180808.sequenced_master	sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020234/fAstCal1.2/cichlid7020234.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Sciaenochromis_benthicola
cichlid7020235	StiGut2	D11-C09	16.96	1.0		Stigmatochromis	macrorhynchos	1.0	0.0	1.0	U	Shallow	Monkey_Bay	north_Monkey_Bay	0.0	180808.sequenced_master	sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020235/fAstCal1.2/cichlid7020235.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Stigmatochromis_macrorhynchos
cichlid7020236	StiGut3	D11-D01	17.31	1.0		Stigmatochromis	macrorhynchos	1.0	1.0	1.0	U	Shallow	Monkey_Bay	north_Monkey_Bay	0.0	180808.sequenced_master	sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020236/fAstCal1.2/cichlid7020236.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Stigmatochromis_macrorhynchos
cichlid7020237	SciBen4	D11-D02	16.66	1.0		Sciaenochromis	benthicola	1.0	0.0	1.0	U	Shallow	Monkey_Bay	north_Monkey_Bay	0.0	180808.sequenced_master	sanger	trawl at 85-95m	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020237/cichlid7020237.cram	cram		Malawi_cichlids_2017	4812.0			Sciaenochromis_benthicola
cichlid7020238	OtoBro3	D11-D04	17.48	1.0		Otopharynx	brooksi	1.0	1.0	1.0	U	Shallow	Monkey_Bay		0.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020238/fAstCal1.2/cichlid7020238.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Otopharynx_brooksi
cichlid7020239	LetAlb2	D11-D05	17.46	1.0		Lethrinops	sp-albus-deep-water	1.0	1.0	1.0	M	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020239/fAstCal1.2/cichlid7020239.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-albus-deep-water;		Lethrinops_sp-albus-deep-water
CICHM16429624	RhaLon9	D11-D08	39.96	1.0		Rhamphochromis	sp-greyback	1.0	1.0	1.0	M	Rhampho	Monkey_Bay	north_Monkey_Bay	0.0		sanger	trawl at 85-95m	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429624/CICHM16429624.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0	species:longiceps;		Rhamphochromis_sp-greyback
CICHM16429658	DipLim12	D11-D09	28.89	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	M	Diplo	Monkey_Bay	north_Monkey_Bay	0.0		sanger	trawl at 85-95m	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429658/CICHM16429658.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Diplotaxodon_limnothrissa
cichlid7020240	LetAlb4	D11-D10	17.56	1.0		Lethrinops	sp-deepwater-altus	1.0	1.0	1.0	M	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020240/fAstCal1.2/cichlid7020240.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-albus-deep-water;		Lethrinops_sp-deepwater-altus
cichlid7020241	LetGos1	D11-E02	17.53	1.0		Lethrinops	gossei	1.0	0.0	1.0	M	Deep	Monkey_Bay		0.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020241/fAstCal1.2/cichlid7020241.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Lethrinops_gossei
cichlid7020242	LetGos2	D11-E03	16.19	1.0		Lethrinops	gossei	1.0	0.0	1.0	M	Deep	Monkey_Bay		0.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020242/fAstCal1.2/cichlid7020242.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Lethrinops_gossei
cichlid7020243	LetGos3	D11-E04	17.01	1.0		Lethrinops	gossei	1.0	0.0	1.0	M	Deep	Monkey_Bay		0.0		sanger	trawl at 85-95m	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020243/cichlid7020243.cram	cram		Malawi_cichlids_2017	4812.0			Lethrinops_gossei
cichlid7020244	LetGos5	D11-E05	16.93	1.0		Lethrinops	gossei	1.0	0.0	1.0	M	Deep	Monkey_Bay		0.0		sanger	trawl at 85-95m	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020244/cichlid7020244.cram	cram		Malawi_cichlids_2017	4812.0			Lethrinops_gossei
cichlid7020245	LetGos6	D11-E06	18.28	1.0		Lethrinops	gossei	1.0	0.0	1.0	M	Deep	Monkey_Bay		0.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020245/fAstCal1.2/cichlid7020245.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Lethrinops_gossei
cichlid7020246	AltPet1	D11-E10	17.22	1.0		Alticorpus	peterdaviesi	1.0	0.0	1.0	M	Deep	Monkey_Bay		0.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020246/fAstCal1.2/cichlid7020246.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Alticorpus_peterdaviesi
cichlid7020247	PlaYel1	D11-F07	16.98	1.0		Placidochromis	trewavasae	1.0	0.0	1.0	M	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020247/fAstCal1.2/cichlid7020247.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-bar-black-chin;clade:shallowbenthic;		Placidochromis_trewavasae
cichlid7020248	PlaYel2	D11-F08	18.0	1.0		Placidochromis	trewavasae	1.0	0.0	1.0	M	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020248/fAstCal1.2/cichlid7020248.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-yellow-bar-black-chin;clade:shallowbenthic;		Placidochromis_trewavasae
CICHM16429659	DipLim13	D11-G01	28.69	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	M	Diplo	Monkey_Bay	north_Monkey_Bay	0.0		sanger	trawl at 85-95m	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429659/CICHM16429659.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Diplotaxodon_limnothrissa
cichlid7020249	StiGut4	D11-G02	15.2	1.0		Stigmatochromis	macrorhynchos	1.0	0.0	1.0	U	Shallow	Monkey_Bay		0.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020249/fAstCal1.2/cichlid7020249.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Stigmatochromis_macrorhynchos
cichlid7020250	AulCop1	D11-G03	17.68	1.0		Aulonocara	sp-copper	1.0	1.0	1.0	M	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020250/fAstCal1.2/cichlid7020250.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-copper;		Aulonocara_sp-copper
cichlid7020251	AltPet2	D11-G08	17.74	1.0		Alticorpus	peterdaviesi	1.0	1.0	1.0	M	Deep	Monkey_Bay		0.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020251/fAstCal1.2/cichlid7020251.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Alticorpus_peterdaviesi
cichlid7020252	OtoBro4	D11-G09	16.66	1.0	cram_problem	Otopharynx	brooksi	1.0	1.0	1.0	U	Shallow	Monkey_Bay		0.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020252/fAstCal1.2/cichlid7020252.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Otopharynx_brooksi
CICHM16429717	SciBen5	D11-G10	34.59	1.0		Sciaenochromis	benthicola	1.0	1.0	1.0	U	Shallow	Monkey_Bay	north_Monkey_Bay	0.0		sanger	trawl at 85-95m	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429717/CICHM16429717.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0			Sciaenochromis_benthicola
cichlid6978970	DipEcc1	D11-H01	19.69	1.0		Diplotaxodon	macrops	1.0	1.0	1.0	M	Diplo	Monkey_Bay		0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978970/fAstCal1.2/cichlid6978970.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:ecclesi;		Diplotaxodon_macrops
cichlid7020253	AltPet3	D11-H02	15.91	1.0		Alticorpus	peterdaviesi	1.0	0.0	1.0	U	Deep	Monkey_Bay		0.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020253/fAstCal1.2/cichlid7020253.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Alticorpus_peterdaviesi
cichlid7020254	SciSan1	D11-H03	17.71	1.0		Sciaenochromis	sp-sand	1.0	0.0	1.0	U	Shallow	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020254/fAstCal1.2/cichlid7020254.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-sand;		Sciaenochromis_sp-sand
cichlid7020255	SciSan2	D11-H04	18.46	1.0		Sciaenochromis	sp-sand	1.0	0.0	1.0	U	Shallow	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020255/fAstCal1.2/cichlid7020255.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-sand;		Sciaenochromis_sp-sand
cichlid7020256	SciSan3	D11-H06	19.18	1.0		Sciaenochromis	benthicola	1.0	1.0	1.0	U	Shallow	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020256/fAstCal1.2/cichlid7020256.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-sand;		Sciaenochromis_benthicola
cichlid7020257	AulSle1	D11-H07	16.26	1.0		Aulonocara	sp-minutus	1.0	0.0	1.0	U	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020257/fAstCal1.2/cichlid7020257.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-slender-orange-back;		Aulonocara_sp-minutus
cichlid7020258	AulDee1	D11-H08	16.77	1.0		Aulonocara	sp-deep	1.0	1.0	1.0	U	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020258/fAstCal1.2/cichlid7020258.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-deep;		Aulonocara_sp-deep
CICHM16429745	PlaHen1	D11-H10	35.99	1.0		Placidochromis	hennydaviesae	1.0	1.0	1.0	M	Deep	Monkey_Bay	north_Monkey_Bay	0.0		sanger	trawl at 85-95m	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429745/CICHM16429745.cram	cram		IHTP_MWGS_Cichlid_Malawi_2016_batch_1	4244.0	clade:shallowbenthic;		Placidochromis_hennydaviesae
cichlid7020259	PlaPol4	D11-I01	16.11	1.0		Placidochromis	boops	1.0	0.0	1.0	U	Deep	Monkey_Bay		0.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020259/fAstCal1.2/cichlid7020259.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:polli;		Placidochromis_boops
cichlid7020260	AulCop2	D11-I03	16.9	1.0		Aulonocara	sp-copper	1.0	0.0	1.0	U	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020260/fAstCal1.2/cichlid7020260.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-copper;		Aulonocara_sp-copper
cichlid7020261	DipLim14	D11-I04	17.91	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	M	Diplo	Monkey_Bay		0.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020261/fAstCal1.2/cichlid7020261.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020262	AulCop3	D11-I09	18.25	1.0		Aulonocara	sp-copper	1.0	1.0	1.0	M	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020262/fAstCal1.2/cichlid7020262.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-copper;		Aulonocara_sp-copper
cichlid7020263	PlaHen2	D11-I10	18.67	1.0		Placidochromis	hennydaviesae	1.0	1.0	1.0	M	Deep	Monkey_Bay		0.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020263/fAstCal1.2/cichlid7020263.mem.crumble.cram	Malawi_cichlids_2017	4812.0	clade:shallowbenthic;		Placidochromis_hennydaviesae
cichlid7020264	SciSan4	D11-J01	18.39	1.0		Sciaenochromis	sp-sand	1.0	0.0	1.0	M	Shallow	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020264/fAstCal1.2/cichlid7020264.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-sand;		Sciaenochromis_sp-sand
cichlid7020265	AulDee2	D11-J02	17.34	1.0		Aulonocara	sp-deep	1.0	1.0	1.0	M	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020265/fAstCal1.2/cichlid7020265.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-deep;		Aulonocara_sp-deep
cichlid7020266	AulSle2	D11-J06	15.75	1.0		Aulonocara	sp-minutus	1.0	0.0	1.0	M	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020266/fAstCal1.2/cichlid7020266.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-slender-orange-back;		Aulonocara_sp-minutus
cichlid7020267	AulSle3	D11-J07	16.41	1.0		Aulonocara	sp-minutus	1.0	0.0	1.0	U	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020267/fAstCal1.2/cichlid7020267.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-slender-orange-back;		Aulonocara_sp-minutus
cichlid7020268	AulSle4	D11-J08	17.39	1.0		Aulonocara	sp-minutus	1.0	0.0	1.0	U	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020268/fAstCal1.2/cichlid7020268.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-slender-orange-back;		Aulonocara_sp-minutus
cichlid7020269	AulSle5	D11-J09	16.55	1.0		Aulonocara	sp-minutus	1.0	0.0	1.0	U	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020269/fAstCal1.2/cichlid7020269.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-slender-orange-back;		Aulonocara_sp-minutus
cichlid7020270	AulSle6	D11-J10	18.89	1.0		Aulonocara	sp-minutus	1.0	1.0	1.0	U	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020270/fAstCal1.2/cichlid7020270.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-slender-orange-back;		Aulonocara_sp-minutus
cichlid7020271	AulSle7	D12-A01	17.99	1.0		Aulonocara	sp-minutus	1.0	0.0	1.0	M	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020271/fAstCal1.2/cichlid7020271.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-slender-orange-back;		Aulonocara_sp-minutus
cichlid7020272	AulSle8	D12-A02	20.52	1.0		Aulonocara	sp-minutus	1.0	1.0	1.0	F?	Deep	Monkey_Bay		1.0		sanger	trawl at 85-95m		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020272/fAstCal1.2/cichlid7020272.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-slender-orange-back;		Aulonocara_sp-minutus
